a,n,t,k,l,d,m,r,e,j,s,c,y,p,b,f,h,g,q,v,z,i,x,o,u,w
0.617647058823529,0.0845070422535211,0.295081967213115,0.692307692307692,0.245283018867925,0.515625,0.25,0.0224719101123596,0.518248175182482,0.363636363636364,0.666666666666667,0.5,0.357142857142857,0,0.166666666666667,0.375,0.217391304347826,0.45,0.444444444444444,0.176470588235294,0.588235294117647,0.476190476190476,0.428571428571429,0.473684210526316,0.75,0.647058823529412
0.588235294117647,0.154929577464789,0.245901639344262,0.692307692307692,0.19811320754717,0.5625,0.15,0.0112359550561798,0.510948905109489,0.363636363636364,0.666666666666667,0.5,0.357142857142857,0,0.19047619047619,0.375,0.260869565217391,0.5,0.333333333333333,0.235294117647059,0.647058823529412,0.380952380952381,0.571428571428571,0.421052631578947,0.8125,0.588235294117647
0.617647058823529,0.211267605633803,0.172131147540984,0.615384615384615,0.132075471698113,0.609375,0.05,0.0112359550561798,0.503649635036496,0.454545454545455,0.5,0.6,0.357142857142857,0,0.238095238095238,0.375,0.326086956521739,0.45,0.333333333333333,0.176470588235294,0.588235294117647,0.238095238095238,0.571428571428571,0.421052631578947,0.75,0.470588235294118
0.632352941176471,0.267605633802817,0.114754098360656,0.461538461538462,0.0943396226415094,0.640625,0.05,0,0.496350364963504,0.454545454545455,0.333333333333333,0.65,0.214285714285714,0,0.285714285714286,0.25,0.304347826086957,0.45,0.444444444444444,0.176470588235294,0.588235294117647,0.19047619047619,0.428571428571429,0.315789473684211,0.6875,0.588235294117647
0.617647058823529,0.338028169014085,0.0901639344262295,0.384615384615385,0.0566037735849057,0.546875,0.05,0,0.474452554744526,0.454545454545455,0.416666666666667,0.65,0.214285714285714,0,0.285714285714286,0.25,0.391304347826087,0.55,0.333333333333333,0.176470588235294,0.529411764705882,0.0952380952380952,0.285714285714286,0.368421052631579,0.6875,0.588235294117647
0.588235294117647,0.338028169014085,0.0819672131147541,0.153846153846154,0.0283018867924528,0.46875,0,0,0.481751824817518,0.363636363636364,0.416666666666667,0.65,0.142857142857143,0,0.30952380952381,0.25,0.478260869565217,0.6,0.333333333333333,0.117647058823529,0.588235294117647,0.0476190476190476,0.357142857142857,0.368421052631579,0.6875,0.588235294117647
0.647058823529412,0.436619718309859,0.0983606557377049,0.153846153846154,0.0283018867924528,0.46875,0.05,0,0.481751824817518,0.272727272727273,0.416666666666667,0.65,0.142857142857143,0,0.357142857142857,0.25,0.565217391304348,0.65,0.333333333333333,0.0588235294117647,0.529411764705882,0.0476190476190476,0.357142857142857,0.210526315789474,0.6875,0.588235294117647
0.661764705882353,0.52112676056338,0.0901639344262295,0,0.0188679245283019,0.515625,0.05,0,0.474452554744526,0.272727272727273,0.416666666666667,0.6,0.142857142857143,0,0.428571428571429,0.125,0.521739130434783,0.6,0.333333333333333,0.0588235294117647,0.529411764705882,0.0952380952380952,0.285714285714286,0.210526315789474,0.6875,0.588235294117647
0.661764705882353,0.464788732394366,0.0819672131147541,0,0.00943396226415094,0.484375,0.05,0,0.467153284671533,0.272727272727273,0.333333333333333,0.6,0.142857142857143,0,0.452380952380952,0.125,0.586956521739131,0.55,0.333333333333333,0,0.529411764705882,0.0952380952380952,0.214285714285714,0.157894736842105,0.6875,0.588235294117647
0.514705882352941,0.52112676056338,0.0655737704918033,0,0.00943396226415094,0.40625,0.3,0,0.445255474452555,0.272727272727273,0.333333333333333,0.5,0.0714285714285714,0,0.523809523809524,0,0.5,0.45,0.333333333333333,0,0.470588235294118,0.0952380952380952,0.142857142857143,0.210526315789474,0.5,0.588235294117647
0.485294117647059,0.507042253521127,0.0655737704918033,0,0,0.34375,0.35,0,0.416058394160584,0.181818181818182,0.333333333333333,0.4,0,0,0.523809523809524,0.125,0.434782608695652,0.35,0.333333333333333,0,0.470588235294118,0.0952380952380952,0.285714285714286,0.210526315789474,0.5,0.588235294117647
0.411764705882353,0.450704225352113,0.0819672131147541,0,0,0.265625,0.35,0,0.386861313868613,0.0909090909090909,0.166666666666667,0.25,0,0,0.428571428571429,0.125,0.304347826086957,0.25,0.333333333333333,0,0.470588235294118,0.0476190476190476,0.285714285714286,0.210526315789474,0.4375,0.529411764705882
0.411764705882353,0.394366197183099,0.0573770491803279,0,0,0.1875,0.3,0,0.335766423357664,0.0909090909090909,0.166666666666667,0.3,0,0,0.428571428571429,0.125,0.347826086956522,0.15,0.222222222222222,0,0.352941176470588,0.0476190476190476,0.214285714285714,0.210526315789474,0.375,0.529411764705882
0.367647058823529,0.309859154929577,0.040983606557377,0,0,0.15625,0.25,0,0.313868613138686,0.0909090909090909,0.0833333333333333,0.2,0,0,0.30952380952381,0.125,0.326086956521739,0.15,0.222222222222222,0,0.352941176470588,0.0476190476190476,0.214285714285714,0.157894736842105,0.375,0.470588235294118
0.382352941176471,0.225352112676056,0.0327868852459016,0,0,0.078125,0.2,0,0.262773722627737,0.0909090909090909,0.166666666666667,0.1,0,0,0.285714285714286,0.125,0.260869565217391,0.1,0.222222222222222,0,0.294117647058824,0.0476190476190476,0.142857142857143,0.105263157894737,0.25,0.411764705882353
0.323529411764706,0.140845070422535,0.0327868852459016,0,0,0.015625,0.25,0,0.255474452554745,0.0909090909090909,0.166666666666667,0.1,0,0,0.19047619047619,0.125,0.195652173913043,0.1,0.222222222222222,0,0.294117647058824,0.0476190476190476,0.142857142857143,0.105263157894737,0.1875,0.411764705882353
0.308823529411765,0.0845070422535211,0.0245901639344262,0,0,0.015625,0.25,0,0.218978102189781,0,0.166666666666667,0.1,0,0,0.142857142857143,0.125,0.173913043478261,0.1,0.222222222222222,0,0.235294117647059,0,0.0714285714285714,0.105263157894737,0.125,0.411764705882353
0.308823529411765,0.0985915492957746,0.0245901639344262,0,0,0.015625,0.2,0,0.131386861313869,0,0.0833333333333333,0.1,0,0,0.142857142857143,0.125,0.0869565217391304,0.1,0.222222222222222,0,0.176470588235294,0.0476190476190476,0,0.105263157894737,0,0.352941176470588
0.25,0.0563380281690141,0.0163934426229508,0,0,0.015625,0.15,0,0.109489051094891,0,0.0833333333333333,0.1,0,0,0.0952380952380952,0.125,0.0652173913043478,0.05,0.222222222222222,0,0.117647058823529,0,0,0.0526315789473684,0,0.352941176470588
0.205882352941176,0.0422535211267606,0.00819672131147541,0,0,0,0.25,0,0.0948905109489051,0,0.0833333333333333,0.1,0,0,0.0476190476190476,0,0.0434782608695652,0.05,0.111111111111111,0,0.176470588235294,0,0,0.0526315789473684,0,0.294117647058824
0.176470588235294,0.028169014084507,0,0,0,0,0.3,0,0.0656934306569343,0,0.0833333333333333,0.1,0,0,0.0476190476190476,0,0.0217391304347826,0.05,0,0,0.176470588235294,0,0,0,0.0625,0.235294117647059
0.132352941176471,0.028169014084507,0,0,0,0,0.35,0,0.0510948905109489,0,0,0.05,0,0,0.0476190476190476,0,0,0.05,0,0,0.117647058823529,0,0,0,0.0625,0.117647058823529
0.117647058823529,0.0140845070422535,0,0,0,0,0.35,0,0.0291970802919708,0,0,0.05,0,0,0.0476190476190476,0,0,0.05,0,0,0.117647058823529,0,0,0,0.0625,0
0.117647058823529,0.0140845070422535,0,0,0,0,0.25,0,0.0218978102189781,0,0,0,0,0,0.0476190476190476,0,0,0.05,0,0,0.0588235294117647,0,0,0,0.0625,0
0.0882352941176471,0.0140845070422535,0,0,0,0,0.2,0,0.0218978102189781,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0.0588235294117647,0,0,0,0,0
0.0735294117647059,0,0,0,0,0,0.3,0,0.0218978102189781,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.0588235294117647
0.0588235294117647,0,0,0,0,0,0.35,0,0.0218978102189781,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.117647058823529
0,0,0,0,0,0,0.25,0,0.0145985401459854,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.176470588235294
0,0,0,0,0,0.015625,0.2,0,0.0145985401459854,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.176470588235294
0,0,0,0,0,0.015625,0.2,0,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.176470588235294
0,0,0,0,0,0.015625,0.15,0,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.176470588235294
0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529
0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0.05,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0.1,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647
0,0,0,0,0,0,0.1,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529
0,0,0,0,0,0,0.1,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529
0,0,0,0,0,0,0.1,0,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529
0.0147058823529412,0,0,0,0,0.03125,0.1,0.0112359550561798,0.0072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529
0.0147058823529412,0,0,0,0,0.046875,0.05,0.0112359550561798,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.117647058823529
0.0147058823529412,0.0140845070422535,0,0,0,0.046875,0.05,0.0112359550561798,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.117647058823529
0.0294117647058824,0.0140845070422535,0,0,0,0.046875,0.15,0.0112359550561798,0.0145985401459854,0,0,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0,0,0,0.117647058823529
0.0588235294117647,0.0140845070422535,0,0,0,0.0625,0.15,0.0112359550561798,0.0218978102189781,0,0,0.05,0,0,0,0,0,0,0,0,0.117647058823529,0,0.0714285714285714,0,0.0625,0.117647058823529
0.0588235294117647,0.0140845070422535,0.00819672131147541,0,0,0.09375,0.2,0.0112359550561798,0.0364963503649635,0,0,0.05,0,0,0,0,0,0,0,0,0.176470588235294,0,0.0714285714285714,0,0.0625,0.117647058823529
0.102941176470588,0.0140845070422535,0.00819672131147541,0,0.00943396226415094,0.078125,0.2,0.0112359550561798,0.0364963503649635,0,0,0.05,0,0,0,0,0,0,0,0,0.176470588235294,0,0.0714285714285714,0,0.0625,0.176470588235294
0.102941176470588,0.028169014084507,0.0163934426229508,0,0,0.109375,0.2,0.0112359550561798,0.0437956204379562,0,0,0.1,0,0,0.0238095238095238,0,0,0,0,0,0.235294117647059,0,0.0714285714285714,0,0.0625,0.235294117647059
0.147058823529412,0.028169014084507,0.0163934426229508,0.0769230769230769,0,0.140625,0.25,0.0112359550561798,0.0437956204379562,0,0,0.1,0.0714285714285714,0.142857142857143,0.0476190476190476,0,0,0,0,0,0.235294117647059,0,0.0714285714285714,0,0.125,0.411764705882353
0.161764705882353,0.028169014084507,0.0245901639344262,0.0769230769230769,0.00943396226415094,0.171875,0.3,0.0112359550561798,0.0510948905109489,0,0,0.15,0.0714285714285714,0.142857142857143,0.0476190476190476,0,0,0,0,0,0.294117647058824,0,0.0714285714285714,0,0.125,0.470588235294118
0.191176470588235,0.0563380281690141,0.0245901639344262,0.153846153846154,0.00943396226415094,0.21875,0.25,0.0112359550561798,0.072992700729927,0,0,0.15,0.0714285714285714,0.142857142857143,0.0714285714285714,0,0.0217391304347826,0,0,0,0.352941176470588,0,0.142857142857143,0,0.1875,0.588235294117647
0.191176470588235,0.0704225352112676,0.0327868852459016,0.153846153846154,0.00943396226415094,0.28125,0.2,0.0112359550561798,0.0802919708029197,0,0.0833333333333333,0.15,0.0714285714285714,0.142857142857143,0.142857142857143,0,0.0217391304347826,0,0,0,0.352941176470588,0,0.142857142857143,0.0526315789473684,0.25,0.764705882352941
0.220588235294118,0.112676056338028,0.0491803278688525,0.384615384615385,0.00943396226415094,0.328125,0.2,0.0449438202247191,0.0948905109489051,0,0.0833333333333333,0.15,0.142857142857143,0.142857142857143,0.19047619047619,0,0.0652173913043478,0,0,0.0588235294117647,0.529411764705882,0.0476190476190476,0.0714285714285714,0.105263157894737,0.1875,0.764705882352941
0.308823529411765,0.140845070422535,0.0491803278688525,0.384615384615385,0.0188679245283019,0.375,0.05,0.0786516853932584,0.131386861313869,0.0909090909090909,0.0833333333333333,0.15,0.142857142857143,0.142857142857143,0.214285714285714,0.125,0.0652173913043478,0.05,0,0.0588235294117647,0.529411764705882,0.0476190476190476,0.142857142857143,0.157894736842105,0.25,0.705882352941177
0.338235294117647,0.183098591549296,0.0655737704918033,0.538461538461538,0.0188679245283019,0.390625,0.1,0.0786516853932584,0.160583941605839,0.181818181818182,0.166666666666667,0.15,0.142857142857143,0.142857142857143,0.214285714285714,0.125,0.130434782608696,0.05,0,0.117647058823529,0.529411764705882,0.0476190476190476,0.214285714285714,0.157894736842105,0.375,0.764705882352941
0.382352941176471,0.197183098591549,0.0573770491803279,0.615384615384615,0.0188679245283019,0.40625,0.15,0.134831460674157,0.204379562043796,0.181818181818182,0.166666666666667,0.1,0.142857142857143,0.142857142857143,0.214285714285714,0.125,0.152173913043478,0.15,0,0.294117647058824,0.588235294117647,0.0476190476190476,0.214285714285714,0.263157894736842,0.4375,0.705882352941177
0.441176470588235,0.338028169014085,0.0819672131147541,0.615384615384615,0.0283018867924528,0.453125,0.15,0.213483146067416,0.255474452554745,0.181818181818182,0.333333333333333,0.2,0.0714285714285714,0.285714285714286,0.30952380952381,0.125,0.217391304347826,0.15,0,0.235294117647059,0.588235294117647,0.0952380952380952,0.285714285714286,0.315789473684211,0.5625,0.588235294117647
0.455882352941176,0.394366197183099,0.114754098360656,0.692307692307692,0.0283018867924528,0.390625,0.1,0.292134831460674,0.35036496350365,0.181818181818182,0.416666666666667,0.3,0.0714285714285714,0.142857142857143,0.380952380952381,0.25,0.239130434782609,0.2,0,0.235294117647059,0.588235294117647,0.0952380952380952,0.357142857142857,0.421052631578947,0.625,0.588235294117647
0.455882352941176,0.464788732394366,0.188524590163934,0.769230769230769,0.0660377358490566,0.359375,0.1,0.415730337078652,0.401459854014599,0.272727272727273,0.416666666666667,0.35,0.142857142857143,0.428571428571429,0.404761904761905,0.25,0.326086956521739,0.25,0.111111111111111,0.294117647058824,0.588235294117647,0.0952380952380952,0.571428571428571,0.421052631578947,0.625,0.529411764705882
0.514705882352941,0.47887323943662,0.237704918032787,0.615384615384615,0.0660377358490566,0.375,0.05,0.49438202247191,0.416058394160584,0.272727272727273,0.416666666666667,0.4,0.214285714285714,0.571428571428571,0.452380952380952,0.375,0.369565217391304,0.2,0.111111111111111,0.235294117647059,0.588235294117647,0.142857142857143,0.642857142857143,0.421052631578947,0.625,0.470588235294118
0.5,0.47887323943662,0.254098360655738,0.538461538461538,0.0660377358490566,0.34375,0,0.51685393258427,0.452554744525548,0.363636363636364,0.416666666666667,0.45,0.214285714285714,0.571428571428571,0.5,0.375,0.456521739130435,0.25,0.111111111111111,0.235294117647059,0.647058823529412,0.0952380952380952,0.642857142857143,0.368421052631579,0.75,0.411764705882353
0.5,0.464788732394366,0.311475409836066,0.461538461538462,0.10377358490566,0.34375,0,0.561797752808989,0.510948905109489,0.454545454545455,0.5,0.5,0.214285714285714,0.571428571428571,0.523809523809524,0.375,0.565217391304348,0.25,0.111111111111111,0.352941176470588,0.647058823529412,0.142857142857143,0.714285714285714,0.526315789473684,0.8125,0.411764705882353
0.485294117647059,0.464788732394366,0.360655737704918,0.384615384615385,0.113207547169811,0.296875,0.1,0.550561797752809,0.591240875912409,0.454545454545455,0.416666666666667,0.5,0.357142857142857,0.714285714285714,0.571428571428571,0.375,0.782608695652174,0.3,0,0.411764705882353,0.588235294117647,0.142857142857143,0.714285714285714,0.578947368421053,0.9375,0.411764705882353
0.485294117647059,0.352112676056338,0.39344262295082,0.307692307692308,0.160377358490566,0.3125,0.1,0.471910112359551,0.62043795620438,0.545454545454545,0.5,0.6,0.357142857142857,0.714285714285714,0.666666666666667,0.375,0.782608695652174,0.25,0,0.470588235294118,0.647058823529412,0.238095238095238,0.571428571428571,0.578947368421053,0.9375,0.411764705882353
0.470588235294118,0.295774647887324,0.39344262295082,0.384615384615385,0.235849056603774,0.3125,0.1,0.438202247191011,0.64963503649635,0.454545454545455,0.666666666666667,0.6,0.357142857142857,0.571428571428571,0.690476190476191,0.625,0.804347826086957,0.35,0.222222222222222,0.529411764705882,0.588235294117647,0.333333333333333,0.571428571428571,0.578947368421053,0.9375,0.588235294117647
0.485294117647059,0.225352112676056,0.426229508196721,0.384615384615385,0.330188679245283,0.359375,0.1,0.359550561797753,0.64963503649635,0.545454545454545,0.666666666666667,0.6,0.214285714285714,0.428571428571429,0.642857142857143,0.625,0.804347826086957,0.35,0.222222222222222,0.647058823529412,0.588235294117647,0.380952380952381,0.428571428571429,0.578947368421053,0.8125,0.588235294117647
0.514705882352941,0.140845070422535,0.426229508196721,0.538461538461538,0.452830188679245,0.359375,0.1,0.292134831460674,0.642335766423358,0.363636363636364,0.666666666666667,0.6,0.214285714285714,0.428571428571429,0.595238095238095,0.625,0.695652173913044,0.35,0.333333333333333,0.647058823529412,0.588235294117647,0.380952380952381,0.428571428571429,0.578947368421053,0.6875,0.588235294117647
0.485294117647059,0.112676056338028,0.467213114754098,0.461538461538462,0.547169811320755,0.359375,0.15,0.235955056179775,0.635036496350365,0.272727272727273,0.833333333333333,0.6,0.142857142857143,0.285714285714286,0.523809523809524,0.875,0.608695652173913,0.3,0.333333333333333,0.588235294117647,0.647058823529412,0.333333333333333,0.357142857142857,0.526315789473684,0.75,0.588235294117647
0.441176470588235,0.0845070422535211,0.459016393442623,0.538461538461538,0.660377358490566,0.390625,0.1,0.213483146067416,0.635036496350365,0.272727272727273,0.75,0.5,0.214285714285714,0.285714285714286,0.428571428571429,1,0.478260869565217,0.4,0.444444444444444,0.588235294117647,0.588235294117647,0.428571428571429,0.214285714285714,0.526315789473684,0.75,0.470588235294118
0.455882352941176,0.0845070422535211,0.409836065573771,0.538461538461538,0.650943396226415,0.453125,0.15,0.134831460674157,0.627737226277372,0.181818181818182,0.833333333333333,0.5,0.0714285714285714,0.142857142857143,0.380952380952381,0.875,0.41304347826087,0.4,0.444444444444444,0.470588235294118,0.529411764705882,0.619047619047619,0.142857142857143,0.526315789473684,0.6875,0.470588235294118
0.441176470588235,0.0563380281690141,0.483606557377049,0.615384615384615,0.622641509433962,0.453125,0.15,0.0898876404494382,0.627737226277372,0.272727272727273,0.833333333333333,0.55,0.214285714285714,0,0.357142857142857,0.75,0.326086956521739,0.4,0.555555555555556,0.352941176470588,0.529411764705882,0.666666666666667,0.142857142857143,0.473684210526316,0.6875,0.411764705882353
0.441176470588235,0.0704225352112676,0.434426229508197,0.615384615384615,0.547169811320755,0.4375,0.2,0.0674157303370787,0.635036496350365,0.363636363636364,0.833333333333333,0.55,0.285714285714286,0,0.214285714285714,0.75,0.260869565217391,0.35,0.444444444444444,0.294117647058824,0.588235294117647,0.666666666666667,0.214285714285714,0.473684210526316,0.625,0.411764705882353
0.426470588235294,0.0563380281690141,0.385245901639344,0.692307692307692,0.424528301886792,0.484375,0.2,0.0449438202247191,0.591240875912409,0.363636363636364,0.833333333333333,0.5,0.285714285714286,0,0.19047619047619,0.5,0.195652173913043,0.3,0.444444444444444,0.294117647058824,0.588235294117647,0.666666666666667,0.285714285714286,0.368421052631579,0.625,0.411764705882353
0.470588235294118,0.0985915492957746,0.295081967213115,0.769230769230769,0.292452830188679,0.484375,0.15,0.0224719101123596,0.605839416058394,0.363636363636364,0.75,0.5,0.357142857142857,0,0.214285714285714,0.25,0.152173913043478,0.35,0.555555555555556,0.294117647058824,0.588235294117647,0.571428571428571,0.357142857142857,0.368421052631579,0.5625,0.470588235294118
0.529411764705882,0.0985915492957746,0.270491803278689,0.692307692307692,0.226415094339623,0.46875,0.2,0.0224719101123596,0.62043795620438,0.363636363636364,0.666666666666667,0.5,0.357142857142857,0,0.214285714285714,0.125,0.173913043478261,0.45,0.444444444444444,0.235294117647059,0.588235294117647,0.476190476190476,0.357142857142857,0.315789473684211,0.6875,0.647058823529412
0.544117647058824,0.140845070422535,0.204918032786885,0.692307692307692,0.19811320754717,0.546875,0.15,0.0112359550561798,0.598540145985402,0.363636363636364,0.75,0.5,0.428571428571429,0,0.214285714285714,0.125,0.217391304347826,0.45,0.333333333333333,0.235294117647059,0.588235294117647,0.333333333333333,0.428571428571429,0.368421052631579,0.6875,0.588235294117647
0.588235294117647,0.197183098591549,0.155737704918033,0.615384615384615,0.132075471698113,0.609375,0.1,0,0.583941605839416,0.545454545454545,0.5,0.5,0.214285714285714,0,0.238095238095238,0.125,0.304347826086957,0.5,0.555555555555556,0.176470588235294,0.588235294117647,0.19047619047619,0.5,0.368421052631579,0.6875,0.470588235294118
0.602941176470588,0.295774647887324,0.122950819672131,0.615384615384615,0.113207547169811,0.59375,0.05,0,0.591240875912409,0.454545454545455,0.5,0.55,0.214285714285714,0,0.214285714285714,0,0.347826086956522,0.45,0.444444444444444,0.176470588235294,0.529411764705882,0.19047619047619,0.428571428571429,0.368421052631579,0.6875,0.470588235294118
0.602941176470588,0.338028169014085,0.0901639344262295,0.615384615384615,0.0754716981132076,0.5625,0.05,0,0.562043795620438,0.363636363636364,0.5,0.55,0.142857142857143,0,0.261904761904762,0,0.369565217391304,0.5,0.444444444444444,0.176470588235294,0.529411764705882,0.0952380952380952,0.285714285714286,0.263157894736842,0.625,0.588235294117647
